origin,destination,airline,duration_min,month,day_of_week,dep_hour,delayed
CDG,RAK,RAM,191,8,6,9,1
CMN,CAI,RAM,207,1,3,16,0
CMN,JFK,RAM,422,8,5,18,1
CDG,CMN,RAM,163,6,1,23,1
JFK,CMN,RAM,429,9,3,8,0
STN,AGA,RYR,209,10,4,14,0
RAK,LHR,RAM,208,7,0,12,1
JFK,CMN,RAM,404,11,6,16,0
CMN,YUL,RAM,442,3,6,4,0
ORY,RAK,RAM,187,1,1,6,0
CMN,YUL,RAM,481,11,1,20,0
RAK,BCN,VLG,145,2,5,15,0
CMN,OUD,RAM,70,3,1,21,0
CDG,CMN,RAM,167,3,4,20,1
MAD,CMN,RAM,118,3,5,21,1
MAD,CMN,RAM,134,11,4,7,1
RAK,LHR,RAM,209,11,1,17,0
CDG,CMN,RAM,174,4,6,10,0
RAK,MAD,RAM,125,9,2,6,0
FEZ,CMN,RAM,51,10,4,12,0
CMN,CDG,RAM,154,3,2,17,0
CMN,ALG,RAM,98,4,6,9,1
STN,AGA,RYR,208,7,4,5,1
CMN,MAD,RAM,113,8,6,7,0
CMN,LHR,RAM,188,6,3,12,0
RAK,BCN,VLG,129,10,1,23,0
CMN,CDG,RAM,152,12,4,6,1
FEZ,ORY,RAM,156,11,2,13,1
CMN,LHR,RAM,185,11,5,9,0
RAK,ORY,RAM,158,4,1,15,0
AGA,STN,RYR,205,11,4,17,1
CMN,FRA,RAM,189,12,1,15,1
LHR,CMN,RAM,193,8,6,22,1
MAD,CMN,RAM,133,10,4,7,0
RBA,CDG,RAM,155,8,5,19,0
AGA,LHR,RAM,207,12,1,17,0
CMN,BCN,RAM,140,8,5,9,1
AGA,LHR,RAM,194,7,2,12,1
AGA,LHR,RAM,202,3,2,9,0
CMN,NDR,RAM,65,11,0,20,0
CMN,LOS,RAM,337,4,0,20,1
CDG,RBA,RAM,181,9,1,5,0
RAK,LHR,RAM,206,4,0,18,1
CMN,RAK,RAM,42,9,0,12,1
CMN,LHR,RAM,196,1,3,20,0
MAD,CMN,RAM,123,3,5,21,0
TNG,BCN,RYR,128,9,2,9,0
FEZ,MAD,IBE,131,8,3,3,1
CMN,YUL,RAM,450,7,4,19,1
STN,RAK,RYR,215,2,3,16,1
CMN,NBO,RAM,386,11,6,8,1
CMN,CDG,RAM,172,8,1,12,1
CMN,CDG,RAM,154,8,3,20,1
CDG,CMN,RAM,181,12,6,16,0
RAK,STN,RYR,197,7,2,14,1
CMN,JFK,RAM,446,10,1,8,0
CMN,MAD,RAM,116,4,6,19,1
CMN,AGA,RAM,51,5,4,21,1
LHR,CMN,RAM,195,8,4,2,1
AGA,CDG,RAM,172,8,1,8,1
CMN,RAK,RAM,44,2,0,17,0
MAD,CMN,RAM,115,1,6,4,1
CMN,AMS,RAM,207,4,0,8,0
RAK,CDG,RYR,168,7,3,1,0
RAK,BCN,RAM,139,10,5,12,0
RAK,ORY,RAM,180,6,5,5,0
ORY,RAK,RAM,180,4,5,16,1
CMN,AGA,RAM,55,8,0,3,1
CDG,CMN,RAM,169,2,5,6,1
STN,AGA,RYR,221,3,1,13,1
CMN,BRU,RAM,174,7,4,18,1
CMN,CAI,RAM,197,12,4,20,1
CMN,LHR,RAM,176,5,2,19,0
RAK,LHR,RAM,182,11,3,8,0
FEZ,BCN,VLG,133,12,2,15,1
LHR,CMN,RAM,197,10,6,19,0
CMN,JFK,RAM,416,6,6,6,0
CMN,CAI,RAM,219,10,1,9,1
LHR,CMN,RAM,189,1,0,15,0
STN,AGA,RYR,237,11,4,12,1
FEZ,CDG,RAM,181,7,2,22,0
TNG,CDG,RAM,156,7,6,6,0
RAK,STN,RYR,198,9,2,5,0
RAK,BCN,RAM,129,12,2,12,0
CMN,LYS,RAM,157,4,2,22,0
RAK,FCO,RYR,181,6,0,19,0
RAK,LHR,RAM,188,8,4,17,1
AGA,CMN,RAM,51,8,2,19,0
AGA,CMN,RAM,53,4,3,6,0
RAK,CMN,RAM,48,1,4,17,0
CMN,ALG,RAM,97,3,4,15,1
CMN,CAI,RAM,203,1,2,11,1
TNG,BCN,RYR,135,2,1,23,1
AGA,ORY,RAM,182,4,5,17,1
AGA,LHR,RAM,202,9,0,8,1
CMN,JFK,RAM,414,4,5,8,0
TNG,CDG,RAM,152,4,4,8,1
RAK,STN,RYR,205,8,3,16,1
RAK,LHR,RAM,179,8,1,2,0
CDG,RBA,RAM,160,7,6,20,1
RAK,CDG,RAM,187,8,0,15,0
RAK,FCO,RYR,187,5,6,7,0
LHR,RAK,RAM,189,1,1,18,1
RAK,STN,RYR,201,6,1,18,0
CDG,CMN,RAM,169,6,5,7,1
LHR,RAK,RAM,215,10,6,22,1
RAK,CDG,RYR,188,2,1,11,0
RAK,MAD,RAM,136,10,4,6,1
TNG,BCN,RYR,140,9,6,9,1
CMN,YUL,RAM,446,5,3,15,1
CMN,RAK,RAM,41,8,5,18,0
RAK,CDG,RAM,177,7,0,8,0
CDG,AGA,RAM,199,4,1,6,0
CMN,LHR,RAM,173,11,6,13,0
CMN,BCN,RAM,124,3,4,7,0
STN,AGA,RYR,231,3,4,6,1
CMN,CDG,RAM,167,6,0,10,0
AGA,CMN,RAM,57,9,2,18,0
MAD,CMN,RAM,126,4,5,10,1
RAK,CMN,RAM,45,11,3,21,0
RAK,ORY,RAM,175,8,5,7,1
RAK,CDG,RYR,181,4,6,18,1
CMN,LHR,RAM,176,7,5,8,1
CMN,ALG,RAM,98,4,1,11,0
CMN,MAD,RAM,111,4,5,17,0
RAK,ORY,RAM,172,3,5,17,0
ORY,RAK,RAM,175,8,6,19,1
AGA,LHR,RAM,197,1,4,22,1
CMN,RAK,RAM,44,12,3,19,1
LHR,RAK,RAM,212,1,5,16,0
CMN,BRU,RAM,172,12,5,8,1
CMN,IAD,RAM,430,5,4,8,0
TNG,BCN,RYR,133,8,5,15,0
CMN,MAD,RAM,124,7,6,8,1
RAK,BCN,VLG,149,5,5,7,0
CMN,CDG,RAM,154,5,1,17,0
CMN,GVA,RAM,174,3,6,22,0
RAK,STN,RYR,197,5,4,14,1
LHR,RAK,RAM,193,8,5,20,1
RAK,MAD,RAM,121,8,6,8,1
AGA,CDG,RAM,179,11,5,17,1
CMN,BRU,RAM,174,4,5,14,0
CMN,JFK,RAM,447,3,4,9,1
CDG,AGA,RAM,210,10,6,10,0
ORY,RAK,RAM,178,10,2,11,0
CMN,CDG,RAM,177,9,2,16,0
AGA,CDG,RAM,182,3,6,22,1
RAK,BCN,VLG,141,11,6,13,0
CMN,LHR,RAM,188,6,1,16,0
AGA,STN,RYR,227,5,0,12,0
RAK,ORY,RAM,168,3,4,10,1
BCN,CMN,RAM,135,3,3,16,0
RAK,CDG,RYR,187,2,5,19,0
RAK,STN,RYR,204,7,2,14,1
CMN,FEZ,RAM,49,6,5,5,1
AGA,STN,RYR,215,3,4,5,0
JFK,CMN,RAM,390,9,6,7,0
LHR,CMN,RAM,179,5,0,2,0
RBA,CDG,RAM,154,9,6,20,0
TNG,BCN,RYR,123,10,6,6,0
MAD,CMN,RAM,122,8,5,23,1
CDG,CMN,RAM,170,1,5,19,1
AGA,LHR,RAM,190,5,3,15,0
AGA,ORY,RAM,172,1,4,18,1
MAD,CMN,RAM,127,5,3,11,0
AGA,CDG,RAM,182,10,5,13,0
CMN,JFK,RAM,459,10,4,22,0
CMN,MRS,RAM,156,3,5,11,0
CMN,IAD,RAM,452,9,3,8,0
RAK,ORY,RAM,171,11,2,7,0
FEZ,BCN,VLG,131,11,3,7,0
RAK,BCN,RAM,143,10,3,6,1
JFK,CMN,RAM,431,4,0,17,0
CMN,RAK,RAM,44,12,5,5,1
CDG,CMN,RAM,182,9,5,17,0
FEZ,ORY,RAM,152,9,4,13,1
FEZ,CDG,RAM,165,12,1,7,0
CMN,MRS,RAM,156,5,5,20,1
CMN,BCN,RAM,134,6,0,12,0
RBA,MAD,RAM,109,6,6,14,0
RAK,CDG,RYR,185,2,5,11,0
CDG,CMN,RAM,179,5,5,22,1
CMN,RAK,RAM,43,9,4,0,1
CMN,ABJ,RAM,253,1,4,7,1
CMN,DKR,RAM,207,7,4,6,1
RAK,FCO,RYR,180,9,1,22,0
AGA,CDG,RAM,185,9,4,5,1
CMN,TUN,RAM,105,12,4,11,1
CMN,MAD,RAM,127,8,0,9,0
ORY,RAK,RAM,170,4,4,21,0
RAK,BCN,VLG,131,10,6,18,0
RBA,CDG,RAM,154,7,5,8,0
RAK,MAD,RAM,134,10,1,16,0
RAK,FCO,RYR,194,4,4,11,1
CDG,CMN,RAM,165,1,1,18,0
CMN,RAK,RAM,44,5,6,21,0
CMN,IAD,RAM,417,3,5,17,1
RAK,BCN,VLG,143,9,6,10,1
RAK,CMN,RAM,42,7,2,15,1
FEZ,BCN,VLG,126,6,4,19,1
RAK,FCO,RYR,188,2,6,6,0
AGA,LHR,RAM,201,4,5,20,1
CMN,FEZ,RAM,47,12,0,4,0
FEZ,BCN,VLG,140,4,0,10,0
STN,RAK,RYR,223,8,1,19,1
AGA,CDG,RAM,198,10,5,8,0
CMN,MAD,RAM,117,5,1,13,0
LHR,RAK,RAM,217,10,1,19,0
JFK,CMN,RAM,441,5,5,17,0
CDG,RAK,RAM,174,8,4,20,1
AGA,CDG,RAM,188,5,5,11,0
CMN,MAD,RAM,122,8,3,14,0
CMN,CDG,RAM,177,4,5,21,1
RAK,CDG,RAM,174,10,3,16,1
CMN,IAD,RAM,465,7,1,22,1
CDG,RAK,RAM,186,12,5,12,1
FEZ,CMN,RAM,53,8,3,18,1
AGA,LHR,RAM,192,10,6,21,1
CMN,IAD,RAM,407,11,5,17,1
MAD,CMN,RAM,116,7,5,4,0
RAK,BCN,VLG,137,9,0,21,0
AGA,CDG,RAM,176,7,3,0,0
RAK,MAD,RAM,124,1,5,9,0
CMN,AMS,RAM,204,9,6,15,0
CMN,CDG,RAM,174,12,6,7,0
CMN,LYS,RAM,154,11,1,7,0
LHR,RAK,RAM,190,1,6,1,1
CDG,FEZ,RAM,184,12,5,15,1
RBA,CDG,RAM,170,4,5,22,0
CDG,RAK,RAM,183,1,5,17,1
FEZ,ORY,RAM,171,1,1,7,1
CMN,NDR,RAM,74,6,3,15,0
AGA,LHR,RAM,207,5,0,13,0
AGA,ORY,RAM,185,3,0,8,1
RAK,CMN,RAM,48,2,6,11,0
CMN,DKR,RAM,194,5,5,6,1
CMN,CDG,RAM,177,4,3,18,0
CMN,OUD,RAM,69,8,4,14,1
RAK,MAD,RAM,139,6,1,12,1
FEZ,CDG,RAM,174,6,3,10,1
FEZ,MAD,IBE,118,10,1,21,0
RAK,CDG,RAM,174,5,4,6,0
ORY,RAK,RAM,185,3,5,7,0
ORY,RAK,RAM,190,5,6,15,1
CMN,AMS,RAM,192,9,3,22,0
LHR,CMN,RAM,199,2,6,23,0
ORY,RAK,RAM,191,8,5,17,1
LHR,CMN,RAM,199,9,6,10,1
CMN,ABJ,RAM,274,8,6,0,1
MAD,CMN,RAM,130,6,4,8,1
AGA,LHR,RAM,212,8,3,14,0
RBA,MAD,RAM,111,10,5,20,1
RAK,STN,RYR,193,5,5,3,1
RAK,CDG,RAM,188,4,1,19,0
CMN,NDR,RAM,72,12,0,7,1
CMN,CDG,RAM,168,11,4,20,1
CMN,YUL,RAM,419,4,6,8,0
CMN,JFK,RAM,406,3,1,19,0
CMN,TUN,RAM,114,6,4,17,1
CMN,BRU,RAM,179,7,2,21,0
CMN,LYS,RAM,147,3,3,8,1
CMN,MRS,RAM,139,1,1,6,0
RAK,BCN,RAM,149,10,2,4,0
CMN,LOS,RAM,314,12,2,16,1
RAK,FCO,RYR,191,2,3,8,0
RAK,ORY,RAM,172,11,4,4,0
MAD,CMN,RAM,124,6,5,7,0
FEZ,BCN,VLG,139,3,4,1,0
LHR,RAK,RAM,217,6,6,16,0
CMN,MAD,RAM,123,11,0,8,1
MAD,CMN,RAM,120,3,2,20,0
FEZ,ORY,RAM,164,2,6,19,1
AGA,LHR,RAM,213,12,1,10,1
RAK,BCN,RAM,134,5,1,13,0
CMN,YUL,RAM,433,11,5,7,0
LHR,RAK,RAM,208,8,5,9,1
RAK,BCN,VLG,149,4,1,14,1
CMN,RAK,RAM,44,5,1,6,0
RAK,CDG,RYR,187,6,3,12,0
CMN,JFK,RAM,454,3,5,16,1
CDG,CMN,RAM,162,9,3,10,0
MAD,CMN,RAM,122,6,4,19,0
RAK,FCO,RYR,179,11,4,17,0
CMN,MAD,RAM,111,12,5,17,0
RAK,MAD,RAM,135,12,6,20,1
AGA,LHR,RAM,210,8,4,6,1
CMN,YUL,RAM,425,7,6,9,0
AGA,CDG,RAM,199,2,2,5,0
RAK,STN,RYR,212,9,2,6,0
RAK,LHR,RAM,210,2,5,17,0
CMN,RAK,RAM,43,3,6,19,0
CDG,AGA,RAM,199,11,1,17,0
CMN,ALG,RAM,108,11,0,9,1
FEZ,BCN,VLG,141,6,1,20,0
AGA,ORY,RAM,186,9,5,21,1
CDG,FEZ,RAM,187,4,6,6,1
RAK,FCO,RYR,199,11,2,16,0
CMN,NBO,RAM,399,8,1,7,1
CMN,ABJ,RAM,272,11,1,6,1
RAK,FCO,RYR,200,6,1,17,1
CMN,MAD,RAM,123,1,5,16,0
FEZ,MAD,IBE,133,12,1,7,1
CMN,CAI,RAM,209,10,6,7,0
RAK,BCN,VLG,141,3,6,19,0
RAK,BCN,RAM,139,8,4,7,0
RAK,ORY,RAM,164,12,5,15,0
AGA,ORY,RAM,177,11,5,22,0
RAK,BCN,VLG,148,12,6,7,1
CMN,GVA,RAM,166,2,0,18,0
CMN,LHR,RAM,178,11,6,17,0
TNG,MAD,RAM,107,11,5,17,0
CMN,RAK,RAM,48,3,4,19,1
MAD,CMN,RAM,115,9,3,15,1
CMN,YUL,RAM,421,9,6,17,0
CMN,JFK,RAM,444,9,5,15,0
CMN,AGA,RAM,58,8,0,17,0
BCN,CMN,RAM,127,4,0,7,0
MAD,CMN,RAM,117,2,5,8,1
MAD,CMN,RAM,128,4,4,15,0
AGA,ORY,RAM,182,12,4,16,0
CMN,RAK,RAM,43,4,2,6,0
RAK,CDG,RAM,161,6,6,4,0
CMN,MAD,RAM,113,6,1,20,1
RAK,STN,RYR,197,12,5,6,1
BCN,CMN,RAM,141,2,0,21,0
CDG,CMN,RAM,178,7,2,18,0
CMN,RAK,RAM,45,10,6,20,0
RBA,MAD,RAM,116,2,3,8,0
CMN,TNG,RAM,48,9,4,16,0
RAK,MAD,RAM,121,2,2,18,0
JFK,CMN,RAM,418,7,4,6,1
STN,AGA,RYR,239,3,0,19,1
MAD,CMN,RAM,131,6,2,19,1
CMN,FRA,RAM,187,1,6,19,1
CMN,MRS,RAM,153,11,1,18,0
CMN,AGA,RAM,57,3,1,14,1
AGA,ORY,RAM,170,3,4,8,0
CMN,MAD,RAM,126,7,5,17,1
CMN,LHR,RAM,184,1,1,18,0
TNG,MAD,RAM,102,12,6,17,0
FEZ,ORY,RAM,176,6,0,7,0
AGA,CDG,RAM,191,7,4,6,0
CMN,BCN,RAM,137,11,2,9,0
RAK,MAD,RAM,121,8,1,5,0
STN,RAK,RYR,223,2,2,20,0
FEZ,CMN,RAM,47,10,5,9,1
MAD,CMN,RAM,132,12,0,7,0
RAK,ORY,RAM,157,10,6,7,0
CMN,MAD,RAM,123,4,5,12,1
RAK,LHR,RAM,208,7,2,12,0
CMN,BCN,RAM,132,5,3,18,0
TNG,CDG,RAM,161,8,3,2,0
CMN,MRS,RAM,149,10,0,21,0
CDG,RAK,RAM,176,6,0,17,1
RAK,CDG,RAM,168,8,2,19,1
CDG,RBA,RAM,171,1,2,17,0
AGA,STN,RYR,202,5,5,18,1
CDG,CMN,RAM,177,8,1,8,1
CMN,LHR,RAM,175,12,2,6,1
ORY,RAK,RAM,180,5,6,12,0
CDG,RAK,RAM,176,3,6,8,0
CMN,JFK,RAM,447,11,5,18,0
CDG,FEZ,RAM,174,8,5,6,0
LHR,CMN,RAM,193,12,4,20,1
AGA,CMN,RAM,54,4,4,18,0
CMN,CDG,RAM,172,4,5,5,0
LHR,CMN,RAM,196,5,2,5,1
CMN,YUL,RAM,436,8,4,10,0
RAK,BCN,RAM,143,2,6,18,0
CMN,AMS,RAM,198,6,0,20,1
AGA,ORY,RAM,180,2,0,13,1
CMN,TUN,RAM,110,8,6,12,0
CDG,CMN,RAM,169,5,5,20,0
CMN,RAK,RAM,47,12,4,10,0
CMN,AGA,RAM,58,2,1,23,0
RAK,BCN,VLG,131,11,6,19,0
FEZ,BCN,VLG,145,1,2,18,0
LHR,CMN,RAM,200,8,0,19,0
CMN,LYS,RAM,145,12,3,11,0
CMN,IAD,RAM,432,9,0,18,1
AGA,CMN,RAM,56,1,4,12,0
RAK,BCN,RAM,140,8,3,9,0
CMN,CDG,RAM,157,5,5,21,0
CMN,NBO,RAM,449,9,3,22,1
CMN,CDG,RAM,153,7,5,7,1
CMN,FRA,RAM,176,8,2,2,1
LHR,RAK,RAM,197,1,1,16,0
CMN,IAD,RAM,453,5,5,22,1
CDG,CMN,RAM,175,5,5,17,0
LHR,CMN,RAM,210,6,3,6,0
ORY,RAK,RAM,178,11,0,23,0
CDG,AGA,RAM,196,6,2,13,1
RAK,CDG,RAM,169,9,0,19,1
AGA,ORY,RAM,176,5,5,18,0
MAD,CMN,RAM,119,4,0,9,0
LHR,CMN,RAM,207,7,1,14,1
TNG,MAD,RAM,99,4,4,15,0
CMN,DKR,RAM,182,1,3,17,0
CDG,RAK,RAM,176,4,5,5,0
CMN,AGA,RAM,50,2,5,8,1
CDG,RAK,RAM,184,1,2,3,0
CMN,CDG,RAM,169,9,5,7,0
CMN,AGA,RAM,58,9,0,11,0
CMN,CDG,RAM,174,3,4,10,0
AGA,CDG,RAM,172,1,2,7,0
CMN,IAD,RAM,450,1,6,20,1
LHR,RAK,RAM,201,9,5,3,1
ORY,RAK,RAM,186,6,1,18,0
RAK,CDG,RAM,164,6,2,7,0
STN,AGA,RYR,210,2,5,13,1
FEZ,CMN,RAM,47,10,6,7,0
CMN,LHR,RAM,178,5,4,18,0
FEZ,ORY,RAM,160,6,4,18,0
LHR,CMN,RAM,190,6,1,12,0
CMN,LHR,RAM,196,11,6,8,1
AGA,CMN,RAM,59,10,5,11,1
RAK,MAD,RAM,127,5,2,17,1
CMN,MAD,RAM,113,2,0,7,0
RAK,CDG,RYR,168,7,1,20,1
CMN,LYS,RAM,159,5,5,20,1
LHR,RAK,RAM,218,5,4,19,1
RAK,BCN,VLG,147,11,0,5,0
CDG,RBA,RAM,183,9,3,4,0
CMN,CDG,RAM,155,6,4,17,1
CMN,AMS,RAM,206,8,4,17,1
CMN,LHR,RAM,187,4,5,9,0
CMN,LHR,RAM,184,8,3,19,0
CMN,AGA,RAM,55,2,4,21,0
CMN,AGA,RAM,56,8,3,7,1
AGA,STN,RYR,211,11,5,15,0
RAK,FCO,RYR,180,8,6,15,1
TNG,BCN,RYR,138,5,2,18,0
CDG,CMN,RAM,182,7,5,20,1
LHR,CMN,RAM,179,5,5,22,0
CMN,YUL,RAM,468,5,4,5,1
TNG,CDG,RAM,147,1,4,12,0
LHR,RAK,RAM,204,4,0,19,1
RAK,BCN,RAM,142,11,3,7,0
CMN,BRU,RAM,180,3,6,20,0
RAK,FCO,RYR,186,8,5,21,1
CMN,RAK,RAM,48,8,2,6,1
CMN,IAD,RAM,471,4,1,2,1
RAK,BCN,VLG,149,10,1,21,0
CMN,IAD,RAM,475,6,1,9,1
CDG,FEZ,RAM,191,10,6,4,0
RAK,MAD,RAM,137,1,5,17,0
CMN,DKR,RAM,198,3,5,11,0
CDG,RAK,RAM,185,6,1,17,1
CMN,LHR,RAM,198,7,5,19,0
CDG,RBA,RAM,176,7,5,19,0
AGA,CMN,RAM,58,10,0,19,1
RAK,MAD,RAM,123,11,4,19,1
CMN,FCO,RAM,185,5,5,13,1
AGA,CDG,RAM,191,11,1,21,1
RAK,LHR,RAM,193,4,1,8,1
CMN,GVA,RAM,186,2,4,9,0
CDG,CMN,RAM,188,8,4,19,0
CMN,RAK,RAM,44,8,2,18,0
FEZ,ORY,RAM,155,5,5,12,0
TNG,CDG,RAM,155,3,5,18,1
RAK,LHR,RAM,182,2,6,18,1
AGA,STN,RYR,202,6,5,6,1
RAK,STN,RYR,186,6,6,4,1
CMN,CAI,RAM,216,5,1,5,1
TNG,MAD,RAM,97,4,1,13,0
CMN,NDR,RAM,71,1,6,9,0
RAK,CMN,RAM,47,9,5,16,0
STN,AGA,RYR,241,6,0,7,0
AGA,STN,RYR,216,4,3,7,0
RAK,FCO,RYR,192,7,4,7,1
RBA,CDG,RAM,162,11,1,12,0
RAK,MAD,RAM,120,4,2,4,0
MAD,CMN,RAM,115,8,4,19,0
STN,AGA,RYR,219,12,4,15,0
CMN,FEZ,RAM,50,6,0,7,0
CMN,DKR,RAM,182,12,1,9,0
FEZ,CDG,RAM,171,1,4,6,0
CMN,JFK,RAM,435,2,1,15,0
CMN,AGA,RAM,54,7,0,18,0
CDG,AGA,RAM,193,7,2,15,1
RAK,CDG,RYR,169,12,3,16,0
FEZ,CDG,RAM,162,3,3,9,1
FEZ,MAD,IBE,121,12,2,18,0
CMN,RAK,RAM,42,11,3,19,1
RAK,CMN,RAM,43,4,3,20,0
CDG,CMN,RAM,167,6,5,18,1
LHR,CMN,RAM,210,2,5,20,0
FEZ,BRU,RAM,195,11,1,19,0
CMN,AGA,RAM,54,6,2,4,1
CMN,YUL,RAM,421,1,3,9,1
CMN,CDG,RAM,172,8,3,12,0
CMN,IAD,RAM,415,4,0,19,0
CMN,NBO,RAM,431,6,6,15,0
STN,AGA,RYR,227,7,6,16,1
CDG,CMN,RAM,182,2,5,6,0
CMN,AMS,RAM,197,7,6,10,1
CMN,RAK,RAM,45,5,4,18,1
CMN,MAD,RAM,128,9,5,17,1
STN,AGA,RYR,213,4,1,18,0
CMN,ALG,RAM,111,12,4,8,0
AGA,CDG,RAM,188,9,1,7,0
CMN,LHR,RAM,182,2,5,21,1
JFK,CMN,RAM,392,3,1,5,0
CDG,RAK,RAM,184,5,4,17,1
RBA,CDG,RAM,172,1,5,11,0
RAK,CDG,RYR,180,1,5,19,1
CDG,CMN,RAM,175,9,3,15,1
FEZ,ORY,RAM,172,5,2,9,1
CDG,CMN,RAM,174,4,5,1,0
FEZ,CMN,RAM,48,6,2,15,0
BCN,CMN,RAM,129,12,2,21,0
RAK,MAD,RAM,135,11,4,15,1
CMN,LHR,RAM,182,4,0,3,1
RAK,CDG,RYR,165,2,3,6,0
RAK,BCN,RAM,129,5,5,0,0
RAK,CDG,RAM,187,1,1,18,1
CDG,CMN,RAM,168,4,5,9,0
CMN,RAK,RAM,45,8,5,15,0
FEZ,ORY,RAM,174,2,0,18,1
RAK,BCN,VLG,143,3,0,17,0
RAK,CDG,RYR,171,6,5,15,0
CDG,AGA,RAM,186,9,5,8,0
CMN,MAD,RAM,129,7,6,9,1
FEZ,CMN,RAM,49,9,3,19,1
CMN,JFK,RAM,437,2,5,4,1
RAK,FCO,RYR,202,3,5,22,1
STN,RAK,RYR,197,11,4,13,0
RAK,BCN,VLG,139,12,1,15,1
CMN,RAK,RAM,46,10,6,6,0
JFK,CMN,RAM,446,9,4,7,0
AGA,STN,RYR,214,1,0,11,0
STN,RAK,RYR,200,12,2,13,1
CMN,LHR,RAM,179,4,1,22,0
CDG,RAK,RAM,173,6,6,12,0
TNG,MAD,RAM,101,8,2,19,0
CMN,YUL,RAM,453,7,5,20,1
RAK,MAD,RAM,132,12,6,17,0
RAK,MAD,RAM,140,8,6,22,1
RAK,BCN,VLG,131,4,2,7,0
CMN,RAK,RAM,48,8,5,13,1
MAD,CMN,RAM,130,5,4,22,1
RAK,BCN,RAM,148,8,6,13,0
CDG,RAK,RAM,176,1,5,21,0
JFK,CMN,RAM,453,5,0,20,1
CMN,FEZ,RAM,53,7,6,14,1
CMN,CDG,RAM,158,10,6,17,1
LHR,CMN,RAM,202,10,2,13,1
AGA,ORY,RAM,191,12,5,14,1
CMN,LYS,RAM,146,6,6,16,0
AGA,ORY,RAM,186,8,3,13,1
TNG,CDG,RAM,151,8,5,20,0
CMN,MRS,RAM,160,11,5,10,0
MAD,CMN,RAM,119,11,2,7,0
CMN,MAD,RAM,127,6,3,14,1
CMN,BCN,RAM,119,8,1,19,0
CMN,LYS,RAM,163,12,2,21,0
CDG,RBA,RAM,181,12,3,17,1
STN,AGA,RYR,225,9,2,8,1
CMN,CDG,RAM,155,2,5,8,1
RBA,MAD,RAM,117,11,1,17,1
CMN,LHR,RAM,183,7,3,12,1
RAK,FCO,RYR,194,5,4,15,0
CMN,MAD,RAM,117,5,3,22,0
CDG,CMN,RAM,174,10,4,10,0
STN,AGA,RYR,207,11,5,22,0
LHR,RAK,RAM,195,9,5,7,1
STN,RAK,RYR,196,1,4,22,0
CDG,RAK,RAM,199,12,0,12,1
CMN,LHR,RAM,182,7,6,8,0
AGA,STN,RYR,224,10,0,23,1
FEZ,MAD,IBE,122,9,1,16,0
CDG,CMN,RAM,177,5,5,11,0
CMN,NBO,RAM,417,12,2,7,0
RAK,CDG,RYR,176,5,0,13,1
STN,RAK,RYR,198,12,0,23,1
RAK,STN,RYR,191,12,4,9,0
CDG,AGA,RAM,181,1,5,10,1
AGA,CMN,RAM,56,3,0,7,0
CMN,LOS,RAM,353,4,1,15,0
RAK,CDG,RYR,161,6,6,18,0
AGA,LHR,RAM,186,8,6,18,1
RAK,STN,RYR,202,6,4,7,1
CMN,LOS,RAM,350,12,5,17,1
RAK,BCN,VLG,138,7,6,20,1
RAK,FCO,RYR,190,7,0,8,0
RAK,STN,RYR,202,8,4,9,1
BCN,CMN,RAM,143,6,5,15,1
RAK,BCN,RAM,134,8,1,11,1
CMN,RAK,RAM,48,2,6,5,0
CDG,RBA,RAM,162,7,5,0,1
AGA,STN,RYR,213,5,1,6,1
CDG,AGA,RAM,183,4,6,11,1
CMN,MAD,RAM,111,1,0,8,0
LHR,RAK,RAM,219,10,6,19,1
LHR,CMN,RAM,201,3,1,15,0
FEZ,MAD,IBE,133,3,5,9,0
JFK,CMN,RAM,432,3,2,10,1
STN,AGA,RYR,240,12,0,8,1
FEZ,MAD,IBE,126,4,3,23,0
CMN,RAK,RAM,45,3,6,10,0
AGA,STN,RYR,220,12,2,9,1
RAK,CDG,RYR,181,8,2,4,0
STN,RAK,RYR,201,9,6,12,1
CMN,IAD,RAM,436,10,4,10,1
MAD,CMN,RAM,125,7,5,15,1
CMN,MAD,RAM,116,7,1,5,0
MAD,CMN,RAM,132,12,4,6,0
FEZ,CMN,RAM,50,9,5,11,1
MAD,CMN,RAM,126,9,0,14,0
AGA,ORY,RAM,190,2,5,16,0
MAD,CMN,RAM,122,2,0,16,0
AGA,CMN,RAM,53,7,1,11,0
CMN,ALG,RAM,108,9,3,17,1
RAK,CDG,RAM,186,9,5,17,0
RAK,CDG,RAM,188,10,2,22,1
FEZ,MAD,IBE,124,9,0,16,1
CMN,AMS,RAM,206,2,6,12,1
TNG,CDG,RAM,152,10,2,3,0
RAK,FCO,RYR,201,10,3,23,0
CMN,AMS,RAM,198,6,0,21,1
CMN,LHR,RAM,196,6,5,22,0
STN,AGA,RYR,207,7,5,11,0
CMN,AMS,RAM,205,12,3,9,1
CMN,RAK,RAM,45,9,1,14,1
LHR,CMN,RAM,185,10,0,7,0
RAK,BCN,VLG,138,4,6,16,0
CDG,AGA,RAM,208,7,5,7,0
AGA,CDG,RAM,196,8,3,15,1
CMN,YUL,RAM,416,1,1,18,1
RBA,MAD,RAM,116,2,4,17,1
STN,AGA,RYR,235,4,5,20,0
RAK,BCN,RAM,143,11,5,10,0
STN,RAK,RYR,222,10,4,15,1
RAK,CDG,RYR,166,7,1,17,0
